호선,구분,역명,역번,05:30~,06:00~,06:30~,07:00~,07:30~,08:00~,08:30~,09:00~,09:30~,10:00~,10:30~,11:00~,11:30~,12:00~,12:30~,13:00~,13:30~,14:00~,14:30~,15:00~,15:30~,16:00~,16:30~,17:00~,17:30~,18:00~,18:30~,19:00~,19:30~,20:00~,20:30~,21:00~,21:30~,22:00~,22:30~,23:00~,23:30~,24:00~,24:30~
5,하선,마포,2529,31,20,28,46,62,78,71,57,54,39,33,36,31,30,31,33,32,29,27,28,28,31,34,47,46,62,69,51,39,32,30,29,30,32,26,20,18,6,2
5,하선,공덕,2530,29,19,26,43,64,82,70,56,54,41,36,36,33,30,32,33,34,31,28,28,27,30,34,42,44,53,61,45,36,29,28,27,28,29,26,20,18,6,5
5,하선,애오개,2531,22,18,27,44,65,81,74,54,54,41,36,37,33,31,32,34,34,31,28,29,27,30,34,42,46,52,62,46,36,29,27,27,28,29,24,20,17,5,4
5,하선,충정로,2532,22,18,26,43,62,77,73,50,53,40,35,36,32,31,32,33,34,31,27,28,27,29,34,42,45,50,62,45,36,29,27,27,27,28,24,20,17,5,7
5,하선,서대문,2533,24,17,22,35,56,65,61,46,48,41,35,35,34,33,32,33,34,31,29,29,30,31,37,45,52,61,69,49,39,33,31,30,30,32,27,21,17,8,7
5,하선,광화문,2534,23,15,17,27,38,41,31,31,37,35,31,32,31,32,30,33,33,33,32,34,34,37,42,54,62,81,85,59,51,44,42,43,44,47,38,28,22,9,8
5,하선,종로3가,2535,9,18,16,23,33,34,22,22,26,25,22,23,23,26,25,27,27,28,27,31,31,36,40,52,60,70,79,58,51,45,43,45,47,51,41,32,25,11,9
5,하선,을지로4가,2536,9,19,14,20,30,32,19,19,24,24,22,22,23,24,24,27,27,27,28,30,32,36,40,51,63,72,84,62,54,49,45,45,47,52,42,32,26,11,9
5,하선,동대문역사문화공원,2537,15,22,16,21,31,31,18,18,23,22,21,20,23,24,25,29,28,28,31,34,35,42,45,59,70,75,86,64,58,55,51,51,54,64,51,41,31,16,12
5,하선,청구,2538,20,24,18,23,33,36,19,19,24,23,23,22,25,26,27,30,30,30,32,37,38,44,49,65,74,77,87,66,60,58,54,53,56,66,58,45,35,17,13
5,하선,신금호,2539,22,25,17,23,34,38,20,19,25,23,22,22,24,26,27,30,30,29,33,34,39,41,49,59,73,72,87,66,61,55,55,51,54,63,57,44,35,20,12
5,하선,행당,2540,26,18,26,38,41,25,20,26,25,23,23,25,26,28,30,30,29,32,34,38,40,48,58,72,70,85,64,59,53,53,50,52,59,57,41,33,19,11,0
5,하선,왕십리,2541,17,27,19,25,36,39,24,18,26,25,24,24,26,29,30,32,33,32,35,38,43,47,55,66,82,75,97,72,67,62,63,60,63,70,69,50,39,24,13
5,하선,마장,2542,10,26,19,25,35,39,25,17,25,25,23,24,26,28,30,32,32,31,35,37,43,47,55,66,81,75,95,71,67,60,62,59,62,69,68,52,42,24,13
5,하선,답십리,2543,29,19,26,38,41,25,17,25,25,23,23,24,28,28,29,32,30,33,34,40,43,52,61,75,70,90,68,62,57,57,54,59,62,63,48,38,22,11,0
5,하선,장한평,2544,22,29,19,28,40,43,23,17,23,23,23,22,23,27,28,28,31,29,32,33,39,43,51,61,73,73,88,66,59,54,54,51,56,59,59,45,36,22,11
5,하선,군자,2545,22,42,29,41,64,70,35,23,28,28,28,27,28,32,32,33,36,34,36,38,44,46,55,65,78,76,88,70,63,58,57,55,60,66,66,49,41,25,10
5,하선,아차산,2546,26,50,29,40,61,73,37,23,28,27,28,26,26,30,31,33,34,32,34,36,41,43,51,58,73,74,80,67,58,54,53,51,57,59,61,46,38,22,25
5,하선,광나루,2547,27,49,29,41,60,70,40,23,28,26,27,25,25,29,30,32,33,32,33,35,40,41,50,57,70,72,76,65,55,51,49,48,54,56,57,43,35,21,21
5,하선,천호,2548,22,39,21,27,42,45,26,14,18,18,21,18,18,21,23,25,26,26,28,29,33,36,42,48,56,63,65,56,47,43,46,45,45,49,52,39,30,15,21
5,하선,강동(상일동방면),2549,4,7,8,6,11,17,8,6,8,9,8,11,8,12,10,16,10,16,12,18,15,22,18,22,18,29,38,36,22,25,31,20,29,20,28,23,18,11,9
5,하선,길동,2550,14,17,22,20,32,26,14,9,14,16,19,18,19,18,23,24,24,24,28,28,34,34,42,47,58,63,69,64,46,46,47,46,45,46,51,41,33,14,17
5,하선,굽은다리,2551,14,16,22,16,28,21,12,6,10,11,13,13,13,14,16,17,18,19,19,19,23,24,28,32,40,44,48,44,32,32,33,32,30,33,36,29,23,9,12
5,하선,명일,2552,13,14,18,13,23,17,9,5,7,8,10,10,10,10,11,13,13,13,13,13,16,16,20,21,27,30,33,30,22,22,24,23,22,23,25,20,16,7,8
5,하선,고덕,2553,9,10,13,6,9,8,3,2,2,3,4,4,4,4,5,5,5,5,5,6,8,9,11,11,14,16,18,17,12,12,14,13,12,13,15,11,9,4,4
5,하선,상일동,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,하선,둔촌동,2555,6,9,12,19,35,78,38,15,19,17,19,17,16,20,21,21,23,21,22,22,25,27,31,23,20,31,37,33,25,25,26,25,27,28,29,23,18,7,14
5,하선,올림픽공원,2556,7,6,10,16,27,71,34,14,18,17,16,16,15,17,19,19,21,19,20,21,24,26,31,25,20,27,34,30,24,24,24,24,25,25,27,22,16,7,13
5,하선,방이,2557,7,7,8,16,25,66,30,14,15,16,15,14,14,16,17,18,19,17,17,18,22,23,26,22,17,24,29,25,20,21,21,21,22,24,24,20,13,6,10
5,하선,오금,2558,2,4,3,5,8,18,14,5,8,8,8,8,8,10,11,11,12,11,13,14,18,20,24,18,14,20,26,23,18,19,19,20,20,20,23,17,14,8,9
5,하선,개롱,2559,1,3,2,2,4,12,8,3,5,5,5,5,6,5,7,7,8,7,8,9,12,13,16,10,11,12,18,14,11,12,12,13,13,12,14,11,8,5,6
5,하선,거여,2560,1,1,1,1,1,4,3,1,2,3,3,3,3,3,3,3,3,3,4,4,6,6,7,4,5,6,7,6,5,5,5,5,6,5,6,5,4,2,3
5,하선,마천,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,하선,강동(마천방면),2549,5,10,12,19,35,78,37,17,21,19,22,19,18,22,23,24,27,23,26,26,30,31,36,26,24,39,46,40,32,31,32,31,32,34,36,29,22,9,18
6,상선,응암,2611,9,10,13,18,20,24,18,16,17,16,15,15,15,15,16,17,16,15,15,16,18,20,23,22,25,31,46,34,27,23,21,22,24,25,26,21,16,0,0
6,상선,새절,2617,10,10,11,14,11,17,19,16,16,15,14,13,14,14,16,17,17,16,16,19,21,23,29,27,32,45,64,47,38,36,32,32,36,39,36,33,26,12,17
6,상선,증산,2618,9,10,11,13,10,17,19,16,20,17,14,15,15,16,17,19,20,18,19,21,24,26,31,32,37,53,77,57,49,42,41,38,42,52,45,41,32,16,21
6,상선,디지털미디어시티,2619,8,11,10,12,10,16,18,18,24,17,16,15,16,18,18,20,20,20,21,23,27,30,35,36,42,60,85,66,56,51,46,45,49,58,54,48,37,19,17
6,상선,월드컵경기장,2620,14,11,13,16,29,26,19,22,17,15,15,16,17,18,21,20,21,21,24,27,30,35,37,44,67,86,63,57,49,45,48,49,58,54,44,34,15,17,0
6,상선,마포구청,2621,9,14,11,14,17,31,26,20,24,17,16,16,17,18,19,22,21,21,21,24,27,31,34,37,45,68,88,65,58,48,46,49,49,59,54,44,31,15,17
6,상선,망원,2622,9,15,12,14,18,33,29,22,27,19,17,18,19,20,22,24,24,24,24,27,31,36,38,41,48,70,92,70,63,52,50,52,54,63,59,48,35,18,20
6,상선,합정,2623,8,14,13,14,19,34,33,24,32,22,20,20,22,23,26,28,28,29,28,32,36,42,43,47,55,86,99,78,70,57,54,56,59,69,64,52,38,23,14
6,상선,상수,2624,7,7,10,14,25,22,17,21,15,15,15,15,16,19,18,20,20,21,23,25,29,32,33,38,56,63,46,40,34,34,33,37,43,40,34,23,15,9,0
6,상선,광흥창,2625,5,7,7,10,14,26,24,18,29,17,19,17,18,18,21,19,23,20,22,23,26,30,33,33,40,56,63,49,41,32,33,31,34,39,37,30,21,13,10
6,상선,대흥,2626,4,7,7,10,16,27,25,20,30,17,18,17,17,17,21,19,22,20,21,22,26,29,32,32,38,54,62,49,42,32,33,32,34,39,36,31,20,15,10
6,상선,공덕,2627,5,7,8,11,17,31,30,22,33,22,20,18,20,19,22,21,23,20,22,23,27,28,30,33,38,58,64,51,42,33,34,33,35,39,37,33,17,16,6
6,상선,효창공원앞,2628,8,11,12,17,31,50,42,30,37,24,22,20,22,21,24,23,24,21,22,24,29,29,32,36,42,56,62,49,45,35,37,34,39,42,44,36,19,17,7
6,상선,삼각지,2629,8,11,12,17,32,50,43,32,37,25,21,21,22,22,24,24,24,22,23,25,29,29,33,36,42,55,62,49,44,35,36,37,40,44,46,38,20,18,8
6,상선,녹사평,2630,11,12,16,32,46,35,28,30,21,17,16,18,19,20,19,20,19,19,22,25,25,28,33,35,46,43,38,34,29,31,31,37,42,45,36,18,20,7,0
6,상선,이태원,2631,8,11,13,18,34,46,33,28,28,21,17,16,17,19,19,19,19,18,19,22,25,24,27,32,35,43,42,38,33,28,29,28,35,38,40,33,17,21,7
6,상선,한강진,2632,9,10,13,18,35,46,34,30,30,22,18,17,18,20,20,20,20,18,19,22,25,24,28,31,35,43,45,40,33,29,28,26,31,33,36,24,13,9,8
6,상선,버티고개,2633,12,11,14,21,38,49,36,33,34,23,19,18,19,21,20,21,21,19,19,22,25,23,27,31,35,44,43,38,31,27,26,23,26,32,28,22,12,9,6
6,상선,약수,2634,12,14,21,38,48,36,33,34,23,18,18,19,21,20,21,21,19,19,22,25,24,27,32,35,44,43,38,32,27,26,23,27,32,28,23,13,10,6,0
6,상선,청구,2635,16,16,18,30,54,71,53,51,45,31,25,22,23,26,24,25,25,23,23,26,30,27,31,37,38,45,41,32,28,24,25,23,27,33,30,22,13,9,6
6,상선,신당,2636,16,17,20,32,57,75,56,52,40,30,24,22,22,26,24,25,25,24,23,28,30,28,33,38,39,47,38,30,26,24,24,22,27,33,31,23,13,9,6
6,상선,동묘앞,2637,18,20,24,38,70,93,75,65,50,37,29,26,26,31,28,30,30,28,26,33,36,32,38,46,45,54,41,33,32,28,26,25,30,39,30,23,15,11,6
6,상선,창신,2638,18,21,28,44,84,105,84,73,57,41,32,30,29,34,29,31,31,30,27,32,34,32,37,45,46,53,41,33,31,28,26,27,34,44,31,24,15,11,7
6,상선,보문,2639,16,20,28,44,80,101,80,69,53,39,31,29,29,33,29,32,30,30,26,33,31,31,36,45,45,53,37,32,30,28,26,26,34,44,31,24,15,11,7
6,상선,안암,2640,16,17,25,41,75,94,69,61,49,37,29,27,27,32,27,30,29,28,25,34,31,30,40,42,45,53,37,32,29,27,25,27,35,44,31,24,14,14,4
6,상선,고려대,2641,19,18,27,42,76,94,73,61,48,39,28,26,26,28,25,26,26,23,21,27,23,24,29,31,33,39,26,22,20,18,16,17,19,20,16,13,8,7,3
6,상선,월곡,2642,18,17,25,42,75,92,64,58,45,36,26,24,25,25,23,24,24,21,19,24,20,21,25,26,29,31,22,19,17,14,13,13,13,14,12,10,6,7,3
6,상선,상월곡,2643,15,22,36,65,82,60,51,40,34,23,22,23,22,21,21,20,19,16,19,18,18,20,24,24,26,19,17,15,12,11,11,11,12,11,9,5,5,2,0
6,상선,돌곶이,2644,16,14,19,35,59,77,58,47,38,34,22,21,22,21,20,20,19,17,16,17,17,17,18,22,23,24,18,16,15,12,11,11,11,12,12,8,6,5,3
6,상선,석계,2645,13,13,17,32,53,68,55,43,33,32,20,20,20,19,19,19,18,16,15,16,16,16,18,21,22,22,18,16,14,12,11,11,11,12,12,8,6,6,3
6,상선,태릉입구,2646,11,12,16,31,51,64,48,39,30,27,19,19,20,19,18,18,17,16,15,16,16,16,18,20,22,23,19,18,15,13,11,12,12,13,13,8,5,6,3
6,상선,화랑대,2647,6,7,10,22,34,36,26,24,18,15,10,10,10,10,9,10,8,9,8,10,9,10,10,10,12,13,9,7,6,6,5,5,5,5,4,3,1,1,1
6,상선,봉화산,2648,3,3,5,9,15,15,11,10,7,6,5,5,4,4,4,4,4,4,3,3,4,3,4,4,4,5,4,3,2,3,2,2,2,2,2,1,1,0,0
6,하선,응암,2611,25,17,23,43,59,63,38,26,28,23,20,18,18,18,19,19,18,16,16,16,19,20,26,25,23,24,24,16,13,12,12,14,12,14,12,9,7,3,2
6,하선,역촌,2612,11,11,15,22,24,28,19,16,19,17,15,15,15,15,17,16,17,15,15,16,18,19,21,21,23,29,41,30,23,20,19,20,21,22,22,19,13,7,0
6,하선,불광,2613,5,4,6,12,12,13,8,6,9,8,8,8,9,9,9,10,11,11,11,12,14,16,17,17,18,23,30,23,19,17,16,17,17,18,18,15,13,6,1
6,하선,독바위,2614,5,5,8,15,16,17,11,8,10,9,9,9,9,9,10,10,11,11,11,11,14,15,17,16,17,22,27,21,17,15,14,15,15,16,15,13,11,5,1
6,하선,연신내,2615,11,10,14,27,33,35,21,16,18,15,14,14,14,14,16,16,15,16,15,16,18,21,27,24,23,26,29,21,18,15,15,16,15,18,15,12,9,4,3
6,하선,구산,2616,15,12,18,31,41,45,27,20,22,18,17,16,16,16,17,18,16,15,15,16,19,21,27,23,21,24,23,16,14,13,12,14,13,16,13,9,7,2,3
6,하선,새절,2617,22,22,30,54,63,78,52,32,33,27,23,21,21,21,21,22,20,19,18,18,20,22,29,30,26,28,25,17,13,13,12,15,14,16,13,10,7,2,3
6,하선,증산,2618,28,26,35,62,72,91,60,36,37,30,26,24,24,24,24,24,22,20,20,20,21,23,29,33,28,30,26,18,14,13,13,16,14,16,14,10,7,3,3
6,하선,디지털미디어시티,2619,24,23,31,63,73,95,68,38,39,31,28,25,24,25,25,25,23,21,20,20,21,22,28,35,31,38,44,27,17,16,16,17,16,17,16,11,7,3,3
6,하선,월드컵경기장,2620,23,29,60,73,95,68,38,40,31,29,25,24,25,25,25,23,20,20,20,21,23,28,36,32,40,45,28,18,16,16,17,16,17,16,12,7,3,3,0
6,하선,마포구청,2621,28,26,33,65,80,103,77,43,44,35,33,29,27,29,28,29,26,23,23,23,24,26,31,39,36,47,49,31,20,17,17,19,18,18,18,12,7,3,3
6,하선,망원,2622,34,28,36,72,83,111,82,47,46,38,36,32,30,31,30,32,29,25,25,25,26,29,33,42,39,53,52,35,22,19,20,22,21,22,20,15,11,4,3
6,하선,합정,2623,20,17,19,39,50,64,55,28,31,24,25,22,21,20,21,22,21,18,18,18,19,20,22,26,26,34,39,30,18,15,15,17,18,18,17,14,11,5,3
6,하선,상수,2624,17,19,40,51,65,54,27,27,22,21,21,19,19,20,21,20,17,18,19,19,21,22,28,26,36,38,29,17,16,17,20,22,24,22,18,14,6,3,0
6,하선,광흥창,2625,20,17,20,36,50,62,50,26,26,22,21,21,20,20,20,21,19,18,18,19,19,21,22,29,28,38,39,29,17,16,17,20,22,24,21,18,13,6,2
6,하선,대흥,2626,20,17,21,36,50,63,48,26,26,22,22,22,20,20,21,22,21,19,19,20,20,22,25,31,31,40,44,32,20,18,18,22,24,26,23,20,14,5,4
6,하선,공덕,2627,13,18,21,34,49,59,43,28,28,26,24,26,22,23,23,24,23,22,21,23,22,25,29,37,40,58,65,45,27,24,24,28,31,34,29,25,17,8,4
6,하선,효창공원앞,2628,12,17,21,33,52,61,44,28,29,25,25,26,22,23,24,24,24,23,22,23,23,25,30,39,41,60,66,47,27,24,24,28,31,34,29,26,20,9,6
6,하선,삼각지,2629,9,13,15,24,39,44,32,22,27,22,21,23,21,21,21,22,23,21,19,21,20,22,27,32,38,47,63,47,29,23,23,25,28,29,28,24,19,9,6
6,하선,녹사평,2630,12,15,23,36,41,32,22,24,25,20,23,21,20,21,22,22,20,18,20,20,22,27,31,36,46,60,45,28,22,23,25,28,29,29,24,19,9,5,0
6,하선,이태원,2631,11,13,13,21,36,39,31,20,22,24,18,21,19,18,19,21,21,20,18,19,20,21,26,31,34,44,54,40,26,21,23,25,30,33,32,27,20,9,3
6,하선,한강진,2632,8,11,12,17,30,34,27,18,19,22,17,19,19,18,18,19,20,19,17,19,20,21,26,32,36,41,54,42,29,22,24,27,33,35,40,30,21,9,6
6,하선,버티고개,2633,8,11,12,17,31,35,29,18,19,24,18,20,20,18,19,19,21,19,17,19,20,21,26,32,36,42,54,42,29,22,24,27,33,35,38,30,21,8,10
6,하선,약수,2634,12,12,17,28,33,31,18,21,29,20,24,25,22,24,23,26,23,20,24,26,28,32,40,46,55,73,58,40,30,33,35,44,45,46,36,25,13,12,0
6,하선,청구,2635,6,11,12,16,28,34,35,18,21,32,20,24,27,21,25,25,27,23,22,25,25,27,32,39,46,57,78,59,42,30,33,34,42,43,44,35,24,13,12
6,하선,신당,2636,11,13,12,15,27,36,37,19,23,36,22,26,31,25,28,29,32,26,27,28,31,31,40,46,55,64,95,74,54,37,42,42,52,52,53,46,29,15,13
6,하선,동묘앞,2637,11,14,13,15,26,33,36,18,23,39,22,27,32,26,28,29,31,27,28,30,33,35,44,49,62,73,104,81,62,41,45,46,57,57,56,50,31,16,16
6,하선,창신,2638,11,14,12,15,25,32,37,18,21,38,22,26,33,25,27,29,31,27,27,30,32,34,43,46,59,72,102,79,60,40,41,46,55,52,58,48,35,16,15
6,하선,보문,2639,11,13,13,15,25,30,37,18,21,38,22,25,33,24,27,29,31,26,26,29,30,33,41,44,54,63,93,78,56,36,38,43,46,50,52,44,33,17,14
6,하선,안암,2640,7,12,11,12,19,24,24,13,15,22,15,19,23,19,21,21,21,21,21,24,26,29,36,40,51,59,86,74,56,35,36,42,45,49,50,42,31,15,12
6,하선,고려대,2641,6,10,10,10,16,22,18,11,12,17,13,16,19,17,18,19,18,19,20,21,24,28,33,38,48,56,79,68,52,33,34,40,42,46,48,40,28,14,11
6,하선,월곡,2642,7,9,10,11,17,21,15,9,10,12,11,14,17,15,16,16,17,17,17,18,22,25,30,34,42,52,69,59,45,28,30,34,38,41,42,34,24,12,9
6,하선,상월곡,2643,9,10,11,18,21,13,9,10,9,10,13,14,14,15,15,16,16,16,18,21,23,28,32,39,46,65,59,43,28,28,32,34,38,38,33,22,11,8,0
6,하선,돌곶이,2644,9,10,10,12,18,22,13,9,9,9,10,13,14,13,14,15,15,15,15,17,20,21,25,30,36,43,59,53,39,25,25,29,31,34,35,30,20,10,7
6,하선,석계,2645,9,10,11,13,20,26,15,10,10,9,10,13,13,13,14,14,15,15,15,16,19,20,23,28,33,41,55,49,35,22,23,26,28,31,31,27,20,10,8
6,하선,태릉입구,2646,3,4,5,5,9,13,8,4,5,4,5,6,6,6,6,6,7,7,7,7,9,10,11,12,16,18,26,26,19,13,13,14,15,17,17,15,11,5,5
6,하선,화랑대,2647,2,2,2,3,4,5,3,2,2,1,2,3,2,3,3,3,4,4,4,4,5,5,6,6,8,8,12,12,9,6,6,6,7,8,8,7,5,2,2
6,하선,봉화산,2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,상선,장암,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
7,상선,도봉산,2712,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
7,상선,수락산,2713,8,8,9,9,12,13,10,6,6,7,9,7,7,8,8,8,8,8,8,9,10,11,13,15,17,20,19,19,15,13,12,14,14,14,13,13,10,6,4
7,상선,마들,2714,9,10,10,9,13,14,12,7,7,9,11,9,10,10,10,10,10,10,11,13,14,15,18,21,24,28,29,29,24,19,18,21,21,21,21,20,17,10,6
7,상선,노원,2715,10,11,10,14,15,12,7,8,10,12,11,11,12,12,12,13,13,14,16,18,20,23,26,32,37,39,39,31,26,24,28,28,28,28,27,23,15,9,0
7,상선,중계,2716,14,14,16,17,22,26,22,13,14,17,18,17,18,18,19,19,19,20,21,24,27,29,34,38,45,51,53,50,39,31,30,34,33,33,34,32,28,18,11
7,상선,하계,2717,14,14,17,17,25,28,24,13,15,18,19,18,19,20,21,20,21,21,23,26,29,32,38,42,52,59,63,59,48,37,36,40,40,39,41,39,34,22,14
7,상선,공릉,2718,12,16,18,19,27,29,24,14,16,19,20,20,21,21,24,23,25,24,26,28,32,35,41,47,59,69,78,68,56,45,43,48,48,46,52,45,42,24,18
7,상선,태릉입구,2719,12,16,20,20,30,36,25,15,18,20,22,21,21,23,28,27,30,26,27,29,34,36,43,49,62,73,85,75,60,48,47,52,52,50,57,50,44,23,14
7,상선,먹골,2720,24,18,20,24,33,43,27,16,20,23,21,24,23,24,26,28,27,25,25,29,33,35,43,48,60,67,81,70,57,45,46,51,49,50,58,49,41,22,16
7,상선,중화,2721,18,20,20,22,31,40,26,16,20,23,21,24,23,24,26,28,28,26,26,30,34,36,45,51,64,72,89,74,62,49,49,55,53,54,62,53,45,24,18
7,상선,상봉,2722,20,21,22,31,42,23,16,20,23,22,24,24,24,27,29,28,27,27,31,37,39,48,53,68,75,91,81,65,53,51,59,57,58,64,59,49,27,20,0
7,상선,면목,2723,24,24,25,31,40,23,15,20,24,22,25,24,26,28,29,29,29,30,35,40,44,52,60,74,84,105,92,72,60,60,64,64,65,72,66,55,30,23,0
7,상선,사가정,2724,15,25,22,23,28,41,23,15,22,24,23,26,24,26,29,30,31,30,31,36,43,46,56,64,81,90,116,98,79,66,65,70,70,71,79,71,53,32,25
7,상선,용마산,2725,13,25,22,22,26,39,23,15,21,25,23,25,24,27,29,30,32,30,33,38,46,49,59,68,86,95,125,106,85,69,71,75,75,76,86,76,58,35,28
7,상선,중곡,2726,12,25,21,23,25,42,19,16,21,25,23,26,25,27,30,32,31,31,34,42,47,52,60,74,92,100,131,108,87,71,74,80,77,81,90,76,61,37,30
7,상선,군자,2727,16,25,21,23,27,43,20,17,22,26,24,27,25,28,31,33,32,33,36,44,49,54,62,77,96,104,135,112,92,73,80,84,81,89,92,80,65,40,32
7,상선,어린이대공원,2728,24,21,21,27,36,18,16,20,23,22,24,24,27,28,31,32,32,35,44,48,53,59,73,90,101,132,110,88,75,79,84,81,89,95,81,69,43,19,0
7,상선,건대입구,2729,14,25,21,21,27,37,23,18,25,34,27,26,29,28,31,35,34,33,37,43,48,53,56,71,86,101,131,109,88,74,78,82,79,87,94,78,68,43,11
7,상선,뚝섬유원지,2730,12,24,20,22,28,40,27,20,28,35,27,26,28,27,30,33,31,30,34,40,42,45,51,64,75,93,122,100,77,62,65,67,64,68,74,60,46,33,11
7,상선,청담,2731,10,23,19,20,29,37,25,19,27,34,27,25,28,27,30,33,31,30,34,41,42,45,52,65,76,103,121,99,78,64,67,69,66,70,77,62,47,23,11
7,상선,강남구청,2732,16,26,21,24,34,46,36,28,38,37,28,27,29,29,31,33,31,32,35,39,40,44,51,63,71,90,108,87,70,57,63,63,58,67,72,58,46,22,12
7,상선,학동,2733,18,34,23,29,42,56,48,40,48,42,31,28,31,29,31,33,32,31,33,36,37,38,44,52,59,76,85,69,57,47,52,52,49,55,55,50,38,18,12
7,상선,논현,2734,19,36,25,32,49,71,65,53,63,49,35,30,32,29,32,34,34,31,33,34,35,36,42,48,55,62,71,57,50,41,47,46,43,49,50,44,34,17,12
7,상선,반포,2735,18,37,26,37,59,81,75,64,72,48,38,32,31,31,33,35,33,33,32,34,33,36,40,48,51,52,62,50,44,38,41,38,37,42,41,36,26,13,7
7,상선,고속터미널,2736,18,39,27,37,60,83,73,65,72,48,38,33,32,32,33,35,34,33,32,34,33,36,40,47,49,52,62,50,42,37,40,37,36,41,40,35,26,13,8
7,상선,내방,2737,27,53,41,57,93,114,92,87,94,60,49,42,39,39,39,41,39,37,35,36,34,36,41,46,46,51,58,46,36,30,32,30,31,33,33,28,23,12,4
7,상선,총신대입구,2738,54,54,43,58,95,122,95,90,90,59,46,41,39,38,40,39,38,35,34,34,34,35,41,44,43,44,53,41,34,29,29,29,28,32,31,28,23,12,5
7,상선,남성,2739,66,46,44,57,98,116,88,84,77,54,43,38,35,34,36,35,35,31,31,32,30,32,39,39,39,40,49,37,30,25,25,26,24,27,26,23,15,10,5
7,상선,숭실대입구,2740,62,43,41,57,96,103,81,78,72,47,38,35,30,33,32,36,30,30,28,31,28,34,35,40,36,42,47,37,29,25,25,25,24,27,26,23,15,11,6
7,상선,상도,2741,57,40,38,52,86,96,74,72,69,48,36,33,30,31,30,34,28,28,26,28,25,29,31,37,31,38,46,35,28,23,22,22,22,24,23,20,14,10,6
7,상선,장승배기,2742,55,39,36,48,81,90,72,69,68,48,36,32,30,30,29,33,27,27,25,26,24,27,29,35,29,38,45,34,26,24,22,21,21,23,22,19,13,9,5
7,상선,신대방삼거리,2743,35,36,46,77,83,66,70,55,46,32,30,30,27,30,29,26,24,25,24,24,26,30,33,30,39,44,34,26,24,22,22,20,22,22,19,13,10,6,0
7,상선,보라매,2744,32,32,41,67,74,60,63,51,43,29,27,27,24,28,27,25,23,24,22,23,25,28,31,30,39,46,36,26,24,23,22,21,23,23,20,12,11,7,0
7,상선,신풍,2745,55,32,32,43,67,75,61,61,51,42,28,26,26,23,28,26,24,22,23,22,22,24,27,30,30,40,43,36,27,24,22,22,21,24,22,20,12,11,7
7,상선,대림,2746,50,29,30,41,61,72,56,58,49,34,27,28,22,26,25,27,22,24,21,24,22,26,26,34,29,44,45,37,26,26,23,22,23,25,25,21,13,12,8
7,상선,남구로,2747,56,36,39,55,82,92,72,74,62,43,35,36,28,34,32,36,28,30,25,29,26,31,31,43,38,58,55,47,32,31,27,27,27,28,27,22,13,12,7
7,상선,가산디지털단지,2748,30,38,53,86,100,88,79,67,44,36,37,28,34,32,36,29,31,26,29,26,31,32,42,39,56,54,46,32,31,27,27,26,30,27,22,14,12,7,0
7,상선,철산,2749,53,35,46,75,110,138,141,108,78,51,40,36,35,33,37,32,32,26,27,23,27,25,33,32,28,33,29,27,20,20,17,20,18,21,21,20,10,9,6
7,상선,광명사거리,2750,30,39,61,98,119,122,98,70,43,35,31,31,28,33,28,29,23,25,21,24,22,30,26,27,28,32,23,19,18,15,18,16,19,19,18,9,9,6,0
7,상선,천왕,2751,24,25,33,47,78,100,100,80,58,35,28,24,26,22,28,22,24,18,21,16,21,19,27,22,26,22,31,19,19,17,13,18,16,15,19,18,9,8,0
7,상선,온수,2752,20,27,29,51,68,97,92,57,51,31,26,27,19,26,20,25,17,21,15,19,16,23,20,26,21,25,23,21,19,14,18,13,19,15,19,19,9,8,0
7,상선,까치울,2753,49,37,51,91,132,156,132,101,74,47,40,43,41,41,42,39,36,32,31,30,31,35,39,47,45,47,50,37,26,20,22,19,25,24,22,13,11,6,1
7,상선,부천종합운동장,2754,40,35,51,91,121,146,111,95,55,41,36,40,39,39,40,36,33,31,30,30,31,37,38,50,43,51,51,38,24,26,20,20,24,28,23,14,12,7,1
7,상선,춘의,2755,37,33,48,90,116,139,106,89,52,39,35,38,37,37,38,35,32,30,29,29,31,36,38,50,43,52,49,39,24,25,20,24,21,29,24,14,11,7,2
7,상선,신중동,2756,33,32,46,86,115,142,109,85,50,37,34,37,35,35,36,33,31,29,28,28,29,34,36,45,37,41,41,33,22,23,17,21,21,28,23,15,9,8,2
7,상선,부천시청,2757,29,31,40,74,100,131,100,79,42,33,35,33,31,33,32,30,28,27,25,26,27,31,32,43,31,36,39,32,22,17,20,17,19,24,25,14,8,9,2
